GO:0032787	GO:0051050	GO:1901615	GO:0000122;GO:0045892;GO:1903507;GO:1902679	GO:0022412	GO:0046034	GO:0003006	GO:0033365;GO:0072594	GO:0006955;GO:0002376	GO:0032880	GO:0033674	GO:0006508	GO:0051254;GO:0045935;GO:0010628	GO:0034622;GO:0065003;GO:0043933	GO:0007346	GO:0048468	GO:0048878	GO:0007017	GO:0051094;GO:0045597	GO:0043603	GO:0048589;GO:0040007	GO:0090407;GO:1901137	GO:0048646	GO:0044265;GO:0009057	GO:0001934;GO:0042327;GO:0045937;GO:0010562	GO:0070925	GO:1902533	GO:0071310	GO:1902531	GO:0055086	GO:0045860	GO:0015031;GO:0015833;GO:0042886;GO:0006886	GO:0006396	GO:0006790	GO:0019725	GO:0016192	GO:0040008	GO:0032535;GO:0090066	GO:0044087	GO:0042176;GO:0030162;GO:1903050;GO:1903362	GO:1901565	GO:0006412;GO:0043043;GO:0006518;GO:0043604	GO:0009887	GO:0043254	GO:0006417;GO:0010608;GO:0034248	GO:0008610;GO:0044255;GO:0006629	GO:0007010	GO:0006397;GO:0016071	GO:0009968;GO:0010648;GO:0023057;GO:0048585	GO:0006091	GO:0051240	GO:0071214;GO:0104004	GO:0034645;GO:0009059	GO:0007275	GO:1901566;GO:0044271	GO:0030030	GO:0051051	GO:0031401	GO:0042127	GO:0051129	GO:0002682	GO:0042592	GO:0009150;GO:0006163;GO:0009259;GO:0072521;GO:0009117;GO:0019693;GO:0006753	GO:0032101	GO:0007389;GO:0003002	GO:0051276	GO:0030036;GO:0030029	GO:0090150;GO:0072657	GO:0010647;GO:0023056;GO:0009967	GO:0009725	GO:0051603	GO:0051130	GO:0051241;GO:0051093	GO:0071900;GO:0045859	GO:0009653	GO:0060627	GO:0044248;GO:0009056;GO:1901575	GO:0045595	GO:0034470;GO:0034660	GO:0007015;GO:0097435	GO:0032271;GO:1902903	GO:0016310	GO:0018193	GO:0006928	GO:0044089	GO:0008380	GO:0015672;GO:0006812	GO:0032269;GO:0051248	GO:0006974	GO:0022402;GO:1903047	GO:0010638	GO:0048513	GO:0044092	GO:0098542;GO:0006952	GO:0051049	GO:0044093	GO:0022603	GO:0006915;GO:0012501;GO:0008219	GO:0043549;GO:0051347;GO:0051338;GO:0043085	GO:0009628	GO:0060341;GO:0043269	GO:0006357	GO:1901700	GO:0010564	GO:0019752;GO:0043436;GO:0006082	GO:0031331;GO:0009896	GO:0051301	GO:2000113;GO:0010558;GO:0031327;GO:0009890;GO:0051253;GO:0045934	GO:0031329;GO:0009894	GO:0046394;GO:0016053;GO:0044283	GO:0034613;GO:0070727	GO:0030154	GO:0007049	GO:0061136	GO:0051726	GO:0033043	GO:0010942;GO:0043065;GO:0043068	GO:0005975	GO:1901990;GO:1901987	GO:0048609	GO:0010033	GO:0030335;GO:2000147;GO:0040017;GO:0051272	GO:1901701	GO:0055085;GO:0098655;GO:0034220	GO:0006259	GO:1901362	GO:2000026	GO:0051493	GO:0045944;GO:0045893;GO:1903508;GO:1902680;GO:0010557;GO:0031328;GO:0009891	GO:0007166	GO:0070887	GO:0043410;GO:0043408	GO:0035556	GO:0051656;GO:0051640	GO:0009719;GO:0010243;GO:1901698	GO:0010941;GO:0042981;GO:0043067	GO:0080134	GO:0019637	GO:0018130;GO:0019438;GO:0034654	GO:0060548	GO:0051707;GO:0043207;GO:0044419;GO:0009607	GO:0009888	GO:0030334;GO:2000145;GO:0040012;GO:0051270
0.857	0.857	1.000	1.000	0.800	1.000	0.875	1.000	0.875	0.800	0.286	1.000	0.875	0.875	0.714	0.875	0.833	1.000	1.000	1.000	0.667	1.000	0.833	1.000	0.375	1.000	0.625	0.667	0.500	1.000	0.000	1.000	1.000	1.000	1.000	1.000	0.800	0.800	0.750	0.875	1.000	1.000	1.000	0.714	1.000	0.750	0.875	1.000	0.500	0.875	0.875	0.600	0.875	0.875	0.875	0.667	0.800	0.250	1.000	0.714	0.714	0.875	1.000	0.875	1.000	1.000	0.875	1.000	0.625	1.000	1.000	1.000	0.500	0	0.750	1.000	1.000	0.625	1.000	1.000	0.833	0.750	1.000	0.875	1.000	1.000	1.000	0.750	0.714	0.875	1.000	0.750	0.500	1.000	0.875	0.250	0.857	0.833	0.000	0.750	0.833	0.875	0.875	0.857	0.875	0.833	0.833	1.000	0.750	0.875	1.000	0.833	0.571	0.800	0.750	0.750	0.833	0.875	0.800	0.800	0.750	1.000	0.800	1.000	0.875	0.875	0.857	0.875	0.875	0.750	0.750	0.500	0.750	0.875	0.875	0.750	0.875	1.000	0.833	0.600	1.000	0.667	1.000
1.000	0.857	1.000	0.889	0.800	1.000	0.556	0.750	0.875	0.400	0.857	0.833	0.750	1.000	0.857	0.667	0.667	0.833	0.875	1.000	0.333	1.000	0.833	0.750	0.909	1.000	0.778	0.833	0.750	1.000	0.800	0.917	0.917	1.000	0.833	0.900	0.800	0.800	0.700	0.750	0.800	1.000	0.000	0.714	1.000	0.889	0.750	0.889	0.750	1.000	0.727	0.600	1.000	0.800	1.000	0.167	0.800	0.750	0.800	0.857	0.857	0.700	1.000	0.875	0.333	0.833	0.500	1.000	0.750	1.000	0.667	0.818	0.833	0.750	0	1.000	0.833	0.917	1.000	0.625	0.667	1.000	1.000	0.333	0.833	0.833	0.833	0.900	0.714	0.818	0.714	0.300	0.833	0.714	0.900	0.750	0.714	1.000	0.727	0.600	0.667	0.833	0.875	0.857	1.000	0.833	1.000	0.917	0.800	1.000	0.833	0.667	0.714	0.800	0.818	0.750	0.833	1.000	1.000	0.800	0.917	0.800	0.800	0.833	0.889	1.000	0.714	0.750	0.750	0.600	0.818	0.667	1.000	0.600	0.889	0.917	0.875	1.000	1.000	1.000	0.833	0.500	0.714
1.000	0.400	1.000	1.000	1.000	1.000	1.000	0.800	1.000	1.000	1.000	0.800	1.000	1.000	0.600	1.000	1.000	0.800	0.400	1.000	1.000	1.000	1.000	0.800	0.600	0.800	1.000	0.800	1.000	1.000	1.000	0.600	1.000	1.000	1.000	0.600	0.600	0.800	0.600	0.800	1.000	1.000	1.000	1.000	1.000	1.000	0.400	1.000	0.800	1.000	0.400	1.000	1.000	1.000	1.000	0.800	0.600	0.600	0.800	0.600	1.000	1.000	1.000	1.000	1.000	1.000	0.600	0.800	0.800	0.800	0.800	0.200	1.000	1.000	1.000	0	0.800	0.400	1.000	0.800	1.000	0.800	1.000	1.000	0.600	1.000	1.000	0.800	1.000	0.800	0.800	1.000	1.000	1.000	0.000	1.000	0.600	1.000	1.000	0.800	1.000	1.000	0.800	0.800	1.000	1.000	1.000	1.000	0.800	1.000	0.800	1.000	1.000	0.800	0.600	0.800	1.000	1.000	0.800	1.000	0.800	0.600	0.800	1.000	1.000	1.000	0.600	1.000	1.000	1.000	0.800	1.000	0.800	0.800	0.800	0.800	1.000	1.000	1.000	0.800	1.000	1.000	0.600
0.571	0.714	1.000	1.000	0.800	0.600	0.889	0.750	0.875	0.800	1.000	0.583	0.923	0.917	1.000	0.889	0.833	0.833	1.000	0.636	1.000	1.000	1.000	0.000	0.909	1.000	0.778	0.833	0.846	0.700	1.000	0.692	0.917	0.600	0.667	0.900	1.000	1.000	1.000	0.625	0.000	0.700	1.000	1.000	0.833	0.889	1.000	0.778	0.833	0.750	1.000	1.000	0.900	0.900	0.923	0.833	0.800	0.846	1.000	1.000	0.857	0.700	0.750	1.000	0.833	1.000	1.000	0.833	0.846	1.000	0.167	0.909	0.833	1.000	0.833	0.800	0	0.917	0.800	1.000	1.000	0.750	1.000	0.889	1.000	1.000	1.000	0.800	1.000	0.909	1.000	0.900	0.833	1.000	0.800	0.846	0.857	1.000	1.000	1.000	0.833	0.917	1.000	1.000	0.636	0.833	1.000	0.923	0.800	0.750	0.833	1.000	1.000	0.800	1.000	1.000	0.833	0.625	1.000	1.000	0.846	1.000	1.000	0.833	1.000	1.000	0.857	1.000	0.875	0.800	0.909	1.000	1.000	0.900	0.778	0.917	1.000	0.818	1.000	1.000	0.917	0.833	1.000
1.000	0.571	0.800	0.889	0.800	1.000	0.778	0.875	0.625	0.800	0.714	1.000	0.750	0.917	0.571	0.667	0.833	0.833	0.250	1.000	0.833	1.000	0.667	0.875	0.727	0.800	0.667	0.667	0.750	1.000	0.600	0.917	0.833	1.000	1.000	0.900	0.600	0.800	0.700	0.750	1.000	1.000	1.000	0.857	0.667	0.889	0.833	0.778	0.833	1.000	0.455	0.800	1.000	1.000	1.000	0.667	0.600	0.667	0.600	0.857	0.429	0.900	1.000	0.625	0.667	1.000	0.875	0.833	0.667	0.800	1.000	0.636	0.167	0.625	0.917	0.400	0.917	0	0.800	0.875	1.000	0.750	1.000	0.778	0.667	0.833	1.000	0.800	0.857	0.909	0.857	0.900	0.667	0.857	0.600	0.750	0.429	1.000	0.727	0.800	0.833	0.833	0.875	0.857	1.000	0.833	1.000	0.750	0.800	1.000	0.917	0.833	0.714	0.600	0.727	0.917	1.000	1.000	0.800	0.600	0.750	0.400	0.800	1.000	1.000	1.000	0.286	1.000	0.750	0.600	0.818	0.667	0.833	0.900	0.778	0.917	0.750	1.000	1.000	0.800	0.833	0.833	0.429
1.000	1.000	1.000	0.800	1.000	1.000	1.000	0.800	1.000	1.000	1.000	1.000	0.600	0.600	0.800	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.800	1.000	1.000	0.800	1.000	0.600	1.000	1.000	1.000	0.000	1.000	1.000	1.000	1.000	1.000	0.800	0.800	1.000	1.000	1.000	0.800	0.800	1.000	1.000	0.800	0.800	1.000	1.000	1.000	0.800	1.000	0.800	1.000	1.000	0.800	1.000	0.800	0.800	0.800	1.000	0.800	1.000	0.800	1.000	1.000	0.800	1.000	1.000	1.000	0.800	1.000	1.000	1.000	0.800	0.800	0	1.000	1.000	1.000	1.000	1.000	1.000	0.800	1.000	0.600	0.800	0.800	1.000	0.800	1.000	1.000	1.000	1.000	0.800	1.000	1.000	0.800	1.000	0.600	1.000	0.800	1.000	0.800	1.000	0.600	0.800	1.000	0.800	1.000	1.000	0.800	0.800	1.000	1.000	1.000	0.800	1.000	1.000	1.000	1.000	1.000	0.600	0.800	0.800	1.000	0.800	0.800	0.800	1.000	1.000	1.000	1.000	0.800	1.000	1.000	0.800	1.000	1.000	1.000	1.000
1.000	1.000	1.000	1.000	1.000	1.000	0.875	0.875	1.000	1.000	1.000	1.000	1.000	1.000	0.857	1.000	1.000	0.667	0.875	1.000	1.000	1.000	0.833	1.000	1.000	0.600	1.000	1.000	1.000	1.000	1.000	0.750	1.000	1.000	1.000	0.875	0.800	0.400	0.500	1.000	1.000	1.000	0.600	0.571	1.000	1.000	0.250	1.000	1.000	1.000	0.750	1.000	1.000	0.750	1.000	0.500	1.000	1.000	0.800	0.857	1.000	1.000	1.000	1.000	0.833	1.000	0.375	0.667	1.000	1.000	1.000	0.500	1.000	1.000	0.625	0.800	1.000	0.875	1.000	0	0.333	1.000	1.000	0.625	0.500	1.000	1.000	1.000	1.000	0.875	0.571	0.875	1.000	0.857	0.875	0.875	0.714	1.000	0.875	1.000	1.000	1.000	0.875	0.857	1.000	1.000	1.000	1.000	1.000	1.000	0.750	1.000	0.857	1.000	0.875	0.500	1.000	1.000	0.800	1.000	1.000	0.800	0.800	1.000	1.000	1.000	0.857	0.500	1.000	1.000	0.875	1.000	1.000	0.625	1.000	1.000	1.000	1.000	1.000	1.000	0.875	0.833	0.714
1.000	0.833	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.833	1.000	1.000	0.667	1.000	1.000	1.000	1.000	0.833	1.000	0.833	0.800	1.000	0.833	0.833	1.000	1.000	0.833	1.000	1.000	1.000	1.000	1.000	0.400	0.000	1.000	1.000	1.000	1.000	0.167	1.000	1.000	0.167	1.000	0.833	1.000	0.833	1.000	1.000	0.667	1.000	0.667	1.000	0.833	0.800	0.667	1.000	1.000	1.000	1.000	1.000	1.000	0.500	0.833	1.000	1.000	1.000	0.333	1.000	0.833	0.667	1.000	1.000	1.000	1.000	0.333	0	1.000	1.000	0.833	0.333	1.000	1.000	0.833	1.000	0.833	0.333	0.833	0.667	1.000	0.833	0.667	0.667	1.000	0.667	0.833	0.833	1.000	0.667	0.833	1.000	1.000	1.000	1.000	1.000	1.000	0.833	1.000	0.667	1.000	0.833	0.000	1.000	1.000	0.800	1.000	0.833	1.000	0.600	1.000	1.000	1.000	1.000	0.000	1.000	1.000	0.667	0.833	1.000	0.667	0.833	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.833
0.571	0.857	1.000	1.000	1.000	0.400	1.000	1.000	1.000	1.000	0.714	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.875	0.875	1.000	0.833	1.000	1.000	0.750	1.000	1.000	0.833	1.000	0.625	0.800	1.000	1.000	0.800	1.000	1.000	1.000	1.000	0.875	0.875	1.000	1.000	1.000	1.000	1.000	0.875	1.000	1.000	1.000	0.500	0.875	0.800	1.000	1.000	0.875	1.000	1.000	0.750	1.000	1.000	0.857	1.000	0.625	0.875	1.000	1.000	1.000	1.000	1.000	0.400	1.000	0.875	0.833	0.750	1.000	0.800	0.750	0.750	1.000	1.000	1.000	0	0.833	1.000	0.833	1.000	0.833	0.875	1.000	1.000	1.000	0.875	0.667	1.000	0.875	0.625	0.857	1.000	0.625	0.750	1.000	1.000	0.625	1.000	0.625	0.833	1.000	1.000	0.750	0.750	1.000	1.000	1.000	0.800	1.000	1.000	1.000	0.500	1.000	1.000	0.625	0.800	0.800	0.833	1.000	0.875	0.857	1.000	1.000	0.875	0.750	1.000	0.750	1.000	0.625	0.875	1.000	0.500	0.833	0.800	1.000	1.000	0.857
1.000	1.000	1.000	0.833	1.000	1.000	1.000	0.833	1.000	0.800	1.000	0.833	0.833	1.000	1.000	1.000	0.833	1.000	0.833	1.000	1.000	1.000	1.000	1.000	0.833	1.000	1.000	0.833	0.833	1.000	1.000	0.833	0.833	1.000	0.667	1.000	1.000	0.800	1.000	0.833	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.833	0.833	1.000	0.667	0.800	1.000	0.833	1.000	1.000	0.800	0.833	1.000	1.000	0.833	0.667	1.000	0.833	1.000	0.833	1.000	0.833	1.000	0.800	1.000	0.833	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.833	0	1.000	1.000	0.833	1.000	0.833	1.000	0.833	0.833	1.000	1.000	1.000	0.833	1.000	0.833	0.833	1.000	0.833	0.833	0.667	0.833	1.000	1.000	1.000	1.000	0.833	0.833	1.000	0.667	1.000	1.000	0.800	1.000	0.833	1.000	1.000	1.000	1.000	0.833	0.800	0.800	1.000	1.000	1.000	1.000	1.000	0.833	0.833	0.667	1.000	0.667	0.667	0.833	0.833	0.833	1.000	1.000	0.800	0.833	1.000	0.833
1.000	0.857	1.000	1.000	0.800	1.000	0.667	1.000	0.875	0.800	0.857	0.889	0.889	1.000	0.857	0.778	0.833	0.667	0.875	1.000	0.833	1.000	0.833	0.875	0.889	1.000	0.778	0.833	0.778	1.000	0.800	0.889	0.889	1.000	1.000	0.889	1.000	1.000	0.778	0.875	1.000	1.000	0.600	0.857	1.000	0.889	0.778	0.889	0.889	1.000	0.667	0.800	1.000	0.889	1.000	0.333	0.800	0.778	0.800	1.000	0.857	0.778	1.000	0.875	0.667	1.000	0.625	0.833	0.667	1.000	0.833	0.778	0.833	0.875	0.333	1.000	0.889	0.778	1.000	0.625	0.833	1.000	1.000	0	0.833	0.833	1.000	1.000	0.857	0.889	0.857	0.556	1.000	0.714	0.889	0.778	0.714	1.000	0.778	0.889	0.833	1.000	0.875	0.857	1.000	1.000	0.833	1.000	0.889	1.000	0.889	0.833	0.714	0.800	0.778	0.889	0.833	1.000	1.000	0.800	0.889	1.000	0.800	1.000	1.000	1.000	0.714	0.875	1.000	0.667	0.778	0.833	1.000	0.556	0.889	0.889	0.875	1.000	1.000	1.000	0.778	0.667	0.714
1.000	0.500	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.667	1.000	1.000	0.667	0.667	1.000	1.000	1.000	1.000	1.000	0.667	1.000	1.000	0.667	1.000	1.000	1.000	0.833	1.000	1.000	1.000	1.000	0.800	0.800	0.000	0.833	1.000	1.000	1.000	0.500	1.000	1.000	0.333	1.000	1.000	1.000	0.500	1.000	1.000	0.833	1.000	0.833	0.800	0.667	0.600	0.833	1.000	1.000	1.000	1.000	1.000	1.000	0.667	0.833	0.833	0.800	1.000	0.000	1.000	1.000	0.833	0.600	1.000	0.667	1.000	0.500	0.333	0.833	1.000	0.833	0	1.000	1.000	0.833	1.000	0.833	0.167	1.000	0.833	1.000	0.500	0.667	0.667	1.000	0.833	0.667	0.833	1.000	0.500	0.833	1.000	1.000	1.000	1.000	0.833	1.000	0.833	1.000	0.833	0.800	0.667	0.167	1.000	1.000	0.800	1.000	0.667	0.800	0.400	1.000	1.000	1.000	0.833	0.333	1.000	1.000	0.500	1.000	0.833	0.833	0.667	0.833	1.000	1.000	1.000	0.800	1.000	1.000	0.667
1.000	0.833	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.800	1.000	1.000	0.667	0.833	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.667	1.000	1.000	0.167	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.833	1.000	1.000	1.000	0.667	1.000	1.000	1.000	1.000	1.000	0.833	1.000	1.000	0.833	0.800	1.000	1.000	1.000	0.833	0.833	1.000	0	1.000	0.833	1.000	1.000	1.000	0.833	1.000	0.833	0.833	1.000	1.000	1.000	1.000	1.000	0.833	1.000	1.000	1.000	1.000	0.833	1.000	0.667	0.833	1.000	1.000	1.000	1.000	1.000	0.833	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.833	1.000	1.000	1.000	1.000	1.000	0.833	1.000	1.000	1.000	1.000	0.667	1.000	1.000
1.000	1.000	1.000	1.000	1.000	0.600	1.000	1.000	1.000	1.000	1.000	1.000	0.833	1.000	1.000	0.833	0.667	1.000	1.000	1.000	0.833	0.833	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.833	1.000	1.000	1.000	1.000	0.667	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.800	1.000	1.000	1.000	1.000	1.000	1.000	0.833	0.833	1.000	1.000	1.000	0.833	1.000	1.000	1.000	1.000	1.000	1.000	0.667	0.833	1.000	1.000	1.000	1.000	1.000	1.000	0.800	1.000	1.000	1.000	1.000	0.833	1.000	1.000	1.000	1.000	1.000	1.000	0.833	1.000	1.000	1.000	1.000	0	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.833	1.000	1.000	0.833	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.833	1.000	1.000	0.167	1.000	0.833	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.833	1.000	1.000	0.833	0.833	1.000	1.000	1.000	1.000
0.857	0.714	1.000	0.889	0.800	1.000	0.889	0.875	0.875	0.600	0.857	0.800	0.600	0.700	0.714	0.889	0.833	1.000	0.875	0.900	1.000	1.000	1.000	0.750	0.700	0.800	0.889	0.833	0.600	1.000	0.800	1.000	0.600	1.000	0.667	1.000	0.800	0.600	0.700	0.500	0.800	0.900	1.000	0.714	0.333	0.889	0.800	0.667	0.700	0.875	0.800	1.000	1.000	0.800	1.000	0.833	0.600	0.600	0.800	0.571	0.857	0.800	1.000	0.750	1.000	1.000	0.750	1.000	0.700	0.800	0.833	0.800	0.833	0.750	0.900	0.800	0.800	0.800	0.600	1.000	0.833	0.875	0.833	1.000	0.833	0.833	1.000	0	0.857	0.900	0.714	0.900	0.667	1.000	0.700	0.800	0.714	0.833	0.800	0.900	0.667	0.700	0.875	0.857	0.900	0.500	1.000	0.500	0.400	0.875	0.900	1.000	0.857	0.400	0.700	0.700	0.833	0.875	0.800	1.000	0.900	0.800	0.800	1.000	0.889	1.000	0.857	0.875	0.750	0.900	0.800	0.833	0.700	0.800	0.889	0.600	0.750	1.000	1.000	0.800	0.800	1.000	0.857
1.000	0.857	1.000	0.714	0.800	0.800	0.714	0.714	0.857	0.600	0.857	1.000	0.714	0.714	0.571	0.857	0.833	1.000	0.857	1.000	0.667	1.000	0.833	1.000	0.857	0.800	0.714	0.833	0.571	0.857	0.800	1.000	0.857	1.000	1.000	1.000	0.600	1.000	0.714	0.857	1.000	1.000	0.800	0.714	1.000	0.857	1.000	1.000	0.571	1.000	0.714	0.400	0.857	0.857	0.857	0.833	0.800	0.571	1.000	0.857	0.857	0.857	1.000	0.714	1.000	0.667	1.000	1.000	0.714	1.000	1.000	0.857	0.833	0.714	0.714	1.000	1.000	0.857	0.800	1.000	1.000	1.000	1.000	0.857	1.000	1.000	1.000	0.857	0	0.429	0.857	0.714	1.000	1.000	0.857	0.714	1.000	1.000	0.714	0.429	0.667	0.714	1.000	0.571	1.000	0.833	0.667	0.714	0.857	1.000	0.714	0.667	0.857	0.800	0.429	0.857	1.000	0.857	0.600	0.800	0.857	0.800	1.000	1.000	0.429	0.857	0.714	1.000	0.857	0.857	0.571	0.833	0.857	1.000	0.857	0.857	0.714	1.000	0.833	1.000	1.000	0.833	0.857
1.000	0.857	1.000	0.667	0.600	1.000	0.667	0.500	1.000	0.800	1.000	0.909	0.909	0.818	0.429	0.889	1.000	0.500	0.625	1.000	0.667	1.000	0.833	0.875	0.909	0.600	0.778	0.833	0.727	1.000	1.000	0.909	0.909	1.000	0.833	0.900	0.400	0.800	0.800	0.750	1.000	1.000	0.800	0.714	1.000	1.000	0.818	1.000	0.818	1.000	0.727	0.800	0.900	0.800	0.909	0.667	1.000	0.636	0.800	0.857	1.000	0.800	1.000	0.875	1.000	0.167	1.000	0.833	0.818	1.000	0.833	0.727	1.000	0.875	0.818	0.800	0.909	0.909	0.800	0.875	0.833	1.000	0.833	0.889	0.833	1.000	1.000	0.900	0.429	0	0.714	0.700	0.833	1.000	0.800	0.818	0.714	1.000	0.909	0.700	0.667	0.727	0.875	0.286	1.000	0.833	0.333	0.727	0.800	1.000	0.545	0.833	1.000	0.600	0.455	0.818	0.833	1.000	0.200	1.000	0.909	0.600	0.800	1.000	0.556	0.889	0.714	0.875	0.875	1.000	0.818	1.000	1.000	0.600	0.889	0.818	1.000	1.000	0.833	1.000	1.000	0.500	0.714
1.000	0.714	1.000	0.857	1.000	1.000	0.857	0.857	1.000	0.600	1.000	0.857	0.714	1.000	0.714	1.000	0.833	0.667	0.714	1.000	0.833	1.000	1.000	1.000	0.571	1.000	1.000	0.667	0.857	1.000	1.000	0.857	1.000	1.000	0.833	1.000	0.600	0.600	0.286	0.714	1.000	1.000	0.800	0.571	1.000	1.000	0.429	1.000	0.857	1.000	0.429	0.800	1.000	0.857	1.000	0.833	0.600	0.429	0.600	0.857	1.000	0.857	1.000	1.000	1.000	0.833	0.714	0.833	0.857	0.800	1.000	0.000	1.000	1.000	0.714	0.800	1.000	0.857	1.000	0.571	0.333	1.000	0.833	0.857	0.167	1.000	1.000	0.714	0.857	0.714	0	0.857	0.833	1.000	0.571	0.571	0.857	0.833	0.857	0.714	0.500	0.714	0.571	0.714	1.000	1.000	1.000	0.857	0.714	1.000	0.714	0.833	0.857	0.600	0.571	0.000	1.000	1.000	0.800	1.000	0.714	0.600	0.400	1.000	0.857	1.000	0.857	0.429	0.714	1.000	0.571	1.000	0.714	0.714	0.714	0.857	0.857	1.000	1.000	0.800	0.857	1.000	0.571
1.000	0.857	1.000	0.889	0.800	1.000	0.556	0.875	0.875	0.600	0.714	0.900	0.700	1.000	0.857	0.778	0.833	0.833	0.875	1.000	0.333	1.000	0.667	0.875	0.800	1.000	0.778	0.833	0.700	1.000	0.800	1.000	0.800	1.000	1.000	1.000	0.800	0.800	0.800	0.875	1.000	1.000	0.400	0.714	1.000	0.889	0.800	0.889	0.800	1.000	0.800	0.600	0.900	1.000	0.900	0.500	0.800	0.700	1.000	0.857	0.857	0.700	1.000	0.875	0.667	0.667	0.750	1.000	0.700	0.800	0.833	0.900	0.833	0.750	0.300	1.000	0.900	0.900	0.800	0.875	0.833	0.875	1.000	0.556	1.000	0.833	1.000	0.900	0.714	0.700	0.857	0	0.833	0.857	0.900	0.700	0.857	1.000	0.700	0.800	0.667	0.800	0.875	0.857	1.000	1.000	1.000	0.900	0.900	1.000	0.800	0.667	0.714	0.800	0.700	0.800	0.833	0.875	1.000	0.800	0.800	0.800	1.000	1.000	0.778	0.889	0.714	0.875	0.750	0.700	0.900	0.667	1.000	0.700	0.778	0.900	0.875	0.900	0.833	1.000	0.900	0.500	0.857
0.667	0.667	1.000	1.000	0.800	1.000	0.833	1.000	0.833	1.000	0.833	1.000	1.000	1.000	0.833	0.833	0.833	0.833	1.000	0.833	1.000	1.000	0.833	1.000	0.667	1.000	1.000	0.667	0.833	1.000	0.800	1.000	1.000	0.800	0.833	1.000	1.000	0.800	0.667	0.833	1.000	0.833	1.000	0.667	1.000	0.667	0.667	1.000	0.667	0.833	1.000	1.000	1.000	1.000	1.000	0.833	0.800	0.500	1.000	0.833	0.833	0.833	1.000	0.833	0.833	1.000	0.833	1.000	1.000	1.000	1.000	0.833	0.667	0.500	0.833	1.000	0.833	0.667	1.000	1.000	0.667	0.667	1.000	1.000	0.833	1.000	1.000	0.667	1.000	0.833	0.833	0.833	0	1.000	0.667	0.333	0.833	1.000	0.500	0.833	0.667	1.000	0.833	0.833	0.667	0.833	1.000	1.000	0.667	0.667	1.000	1.000	0.833	0.800	0.833	0.667	1.000	0.833	0.800	0.800	0.667	1.000	0.800	1.000	1.000	1.000	1.000	0.667	1.000	1.000	0.667	0.833	0.833	0.667	0.667	1.000	0.833	1.000	1.000	1.000	0.833	1.000	1.000
1.000	1.000	0.800	0.857	1.000	1.000	0.857	1.000	0.429	1.000	1.000	0.571	0.857	1.000	1.000	0.857	1.000	1.000	0.857	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.857	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.800	1.000	1.000	1.000	1.000	0.857	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.833	1.000	1.000	0.800	1.000	0.857	1.000	1.000	0.857	0.500	1.000	0.857	1.000	0.857	1.000	1.000	1.000	1.000	1.000	0.714	1.000	1.000	0.857	1.000	0.857	1.000	1.000	1.000	0.714	1.000	0.833	1.000	1.000	1.000	1.000	1.000	0.857	1.000	0	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.857	1.000	1.000	1.000	1.000	1.000	0.857	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.857	1.000	1.000	1.000	1.000	1.000	1.000	1.000	0.857	0.714	1.000	1.000	0.857	0.857	1.000	1.000	1.000	1.000	1.000	1.000	0.000	0.833	1.000
